10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,35,35,35,35,35,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,35,35,35,35,35,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,35,35,35,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,35,35,35,35,35,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,35,35,35,35,35,10,10,10
10,10,35,35,35,35,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,35,35,35,35,35,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,35,35,35,35,35,10,10,10
10,10,35,35,35,35,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,35,35,35,35,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,35,35,35,35,35,10,10,10
10,10,35,35,35,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,35,35,35,35,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,35,35,35,35,35,10,10,10
10,10,35,35,35,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,35,35,35,10,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,35,35,35,10,10,10
10,10,35,35,35,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,35,35,10,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,32,32,32,32,32,32,32,32,32,8,8,10,10,10,12,12,12
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,32,49,49,49,49,49,49,49,32,8,8,10,10,10,12,12,12
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,32,49,49,49,49,49,49,49,32,8,8,10,10,12,12,12,12
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,32,49,49,49,49,49,49,49,32,8,8,10,10,12,12,12,12
10,10,10,10,10,10,32,32,32,32,32,32,32,32,32,32,32,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,32,49,49,49,49,49,49,49,32,8,8,10,10,12,12,12,12
10,10,10,10,10,10,32,40,40,40,40,40,40,40,40,40,32,8,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,32,49,49,49,49,49,49,49,32,8,8,10,10,12,12,12,12
10,10,10,10,10,10,32,40,40,40,40,40,40,40,40,40,32,8,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,32,49,49,49,49,49,49,49,32,8,8,10,10,10,12,12,12
10,10,10,10,10,10,32,40,40,40,40,40,40,40,40,40,32,8,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,32,49,49,49,49,49,49,49,32,8,8,10,10,10,10,12,12
10,10,10,10,10,10,32,40,40,40,40,40,40,40,40,40,32,8,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,32,32,32,32,26,32,31,31,32,8,8,10,10,10,10,10,10
10,10,10,10,10,10,32,40,40,40,40,40,40,40,40,40,32,8,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10
10,10,10,10,10,10,32,40,40,40,40,40,40,40,40,40,32,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,32,31,32,32,32,29,32,32,32,31,32,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,35,35,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,35,35,35,35,35,35,35,10
10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,35,35,35,35,35,35,35,10
10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,10,10,10,10,35,35,35,35,35,35,35,10
10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,11,11,11,11,11,11,10,10,10,35,35,35,35,35,35,35,35,10
10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,35,35,35,35,35,10,10,10,10,8,11,11,11,11,11,11,10,10,10,35,35,35,35,35,35,35,10,10
10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,35,35,35,35,35,10,10,10,10,8,11,11,11,11,11,11,10,10,10,10,35,35,10,10,10,10,10,10
8,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,35,35,35,35,35,10,10,10,10,8,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,35,35,35,35,10,10,10,10,8,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
